Country,Date,Confirmed,Recovered,Deaths,State_cleaned,City
US,2020-03-12,35,0,2,Florida,Florida
US,2020-03-12,29,0,1,New Jersey,New Jersey
US,2020-03-12,24,0,0,Oregon,Oregon
US,2020-03-12,27,0,0,Texas,Texas
US,2020-03-12,32,2,0,Illinois,Illinois
US,2020-03-12,22,0,0,Pennsylvania,Pennsylvania
US,2020-03-12,16,0,0,Iowa,Iowa
US,2020-03-12,12,0,0,Maryland,Maryland
US,2020-03-12,15,0,0,North Carolina,North Carolina
US,2020-03-12,12,0,0,South Carolina,South Carolina
US,2020-03-12,18,0,0,Tennessee,Tennessee
US,2020-03-12,17,0,0,Virginia,Virginia
US,2020-03-12,9,1,0,Arizona,Arizona
US,2020-03-12,13,0,0,Indiana,Indiana
US,2020-03-12,10,0,0,Kentucky,Kentucky
US,2020-03-12,10,0,0,District of Columbia,District of Columbia
US,2020-03-12,14,0,0,Nevada,Nevada
US,2020-03-12,6,0,0,New Hampshire,New Hampshire
US,2020-03-12,9,0,0,Minnesota,Minnesota
US,2020-03-12,10,0,0,Nebraska,Nebraska
US,2020-03-12,5,0,0,Ohio,Ohio
US,2020-03-12,5,0,0,Rhode Island,Rhode Island
US,2020-03-12,8,1,0,Wisconsin,Wisconsin
US,2020-03-12,5,0,0,Connecticut,Connecticut
US,2020-03-12,2,0,0,Hawaii,Hawaii
US,2020-03-12,2,0,0,Oklahoma,Oklahoma
US,2020-03-12,5,0,0,Utah,Utah
Burkina Faso,2020-03-12,2,0,0,Ouagadougou,
Holy See,2020-03-12,1,0,0,Holy See,
Mongolia,2020-03-12,1,0,0,Ulaanbaatar,
Panama,2020-03-12,11,0,1,Panama City,
US,2020-03-12,1,0,0,Kansas,Kansas
US,2020-03-12,19,0,0,Louisiana,Louisiana
US,2020-03-12,1,0,0,Missouri,Missouri
US,2020-03-12,2,0,0,Vermont,Vermont
US,2020-03-12,0,0,0,Alaska,Alaska
US,2020-03-12,6,0,0,Arkansas,Arkansas
US,2020-03-12,1,0,0,Delaware,Delaware
US,2020-03-12,0,0,0,Idaho,Idaho
US,2020-03-12,0,0,0,Maine,Maine
US,2020-03-12,2,0,0,Michigan,Michigan
US,2020-03-12,1,0,0,Mississippi,Mississippi
US,2020-03-12,1,0,0,Montana,Montana
US,2020-03-12,5,0,0,New Mexico,New Mexico
US,2020-03-12,1,0,0,North Dakota,North Dakota
US,2020-03-12,8,0,1,South Dakota,South Dakota
US,2020-03-12,0,0,0,West Virginia,West Virginia
US,2020-03-12,1,0,0,Wyoming,Wyoming
China,2020-03-12,67781,50318,3056,Hubei,
Iran,2020-03-12,10075,2959,429,Tehran,
South Korea,2020-03-12,7869,333,66,Seoul,
France,2020-03-12,2281,12,48,France,
China,2020-03-12,1356,1289,8,Guangdong,
China,2020-03-12,1273,1249,22,Henan,
China,2020-03-12,1215,1197,1,Zhejiang,
China,2020-03-12,1018,999,4,Hunan,
China,2020-03-12,990,984,6,Anhui,
China,2020-03-12,935,934,1,Jiangxi,
China,2020-03-12,760,734,6,Shandong,
Cruise Ship,2020-03-12,696,325,7,Diamond Princess,
China,2020-03-12,631,629,0,Jiangsu,
China,2020-03-12,576,564,6,Chongqing,
China,2020-03-12,539,498,3,Sichuan,
China,2020-03-12,482,441,13,Heilongjiang,
Denmark,2020-03-12,615,1,0,Denmark,
China,2020-03-12,435,334,8,Beijing,
China,2020-03-12,344,321,3,Shanghai,
China,2020-03-12,318,308,6,Hebei,
China,2020-03-12,296,295,1,Fujian,
China,2020-03-12,252,241,2,Guangxi,
China,2020-03-12,245,232,2,Shaanxi,
China,2020-03-12,174,170,2,Yunnan,
China,2020-03-12,168,160,6,Hainan,
China,2020-03-12,146,137,2,Guizhou,
China,2020-03-12,136,132,3,Tianjin,
China,2020-03-12,133,132,0,Shanxi,
China,2020-03-12,127,88,2,Gansu,
China,2020-03-12,129,67,3,Hong Kong,
China,2020-03-12,125,112,1,Liaoning,
China,2020-03-12,93,91,1,Jilin,
Czechia,2020-03-12,94,0,0,Czechia,
China,2020-03-12,76,73,3,Xinjiang,
China,2020-03-12,75,71,1,Inner Mongolia,
China,2020-03-12,75,72,0,Ningxia,
Republic of China (Taiwan),2020-03-12,49,20,1,Taipei,
Vietnam,2020-03-12,39,16,0,Hanoi,
Russia,2020-03-12,28,3,0,Moscow,
China,2020-03-12,18,18,0,Qinghai,
China,2020-03-12,10,10,0,Macau,
Moldova,2020-03-12,3,0,0,Chisinau,
Bolivia,2020-03-12,2,0,0,Bolivia,
Denmark,2020-03-12,2,0,0,Faroe Islands,
France,2020-03-12,2,0,0,St Martin,
Honduras,2020-03-12,2,0,0,Tegucigalpa,
United Kingdom,2020-03-12,2,0,0,Channel Islands,
Canada,2020-03-12,1,0,0,New Brunswick,
China,2020-03-12,1,1,0,Tibet,
Democratic Republic of the Congo,2020-03-12,1,0,0,Kinshasa,
Côte d'Ivoire,2020-03-12,1,0,0,Yamoussoukro,
France,2020-03-12,1,0,0,Saint Barthelemy,
Jamaica,2020-03-12,2,0,0,Kingston,
Turkey,2020-03-12,1,0,0,Ankara,
United Kingdom,2020-03-12,1,1,0,Gibraltar,
US,2020-03-12,0,0,0,Washington,Kitsap
US,2020-03-12,0,0,0,California,Solano
US,2020-03-12,0,0,0,California,Santa Cruz
US,2020-03-12,0,0,0,California,Napa
US,2020-03-12,0,0,0,California,Ventura
US,2020-03-12,0,0,0,Massachusetts,Worcester
US,2020-03-12,0,0,0,Georgia,Gwinnett
US,2020-03-12,0,0,0,Georgia,DeKalb
US,2020-03-12,0,0,0,Georgia,Floyd
US,2020-03-12,0,0,0,Georgia,Fayette
US,2020-03-12,0,0,0,Texas,Gregg
US,2020-03-12,0,0,0,New Jersey,Monmouth
US,2020-03-12,0,0,0,New Jersey,Burlington
US,2020-03-12,0,0,0,New Jersey,Camden
US,2020-03-12,0,0,0,New Jersey,Passaic
US,2020-03-12,0,0,0,New Jersey,Union
US,2020-03-12,0,0,0,Colorado,Eagle
US,2020-03-12,0,0,0,Colorado,Larimer
US,2020-03-12,0,0,0,Colorado,Arapahoe
US,2020-03-12,0,0,0,Colorado,Gunnison
US,2020-03-12,0,0,0,Illinois,Kane
US,2020-03-12,0,0,0,Pennsylvania,Monroe
US,2020-03-12,0,0,0,Pennsylvania,Philadelphia
US,2020-03-12,0,0,0,Virginia,Norfolk
US,2020-03-12,0,0,0,Virginia,Arlington
US,2020-03-12,0,0,0,Virginia,Spotsylvania
US,2020-03-12,0,0,0,Virginia,Loudoun
US,2020-03-12,0,0,0,Maryland,Prince George's
US,2020-03-12,0,0,0,Iowa,Pottawattamie
US,2020-03-12,0,0,0,North Carolina,Camden
US,2020-03-12,0,0,0,Arizona,Pima
US,2020-03-12,0,0,0,Indiana,Noble
US,2020-03-12,0,0,0,Indiana,Adams
US,2020-03-12,0,0,0,Indiana,Boone
US,2020-03-12,0,0,0,Wisconsin,Dane
US,2020-03-12,0,0,0,Wisconsin,Pierce
US,2020-03-12,0,0,0,Ohio,Cuyahoga
US,2020-03-12,0,0,0,Utah,Weber
US,2020-03-12,0,0,0,Vermont,Bennington County
US,2020-03-12,0,0,0,Minnesota,Carver County
US,2020-03-12,0,0,0,Florida,Charlotte County
US,2020-03-12,0,0,0,Georgia,Cherokee County
US,2020-03-12,0,0,0,Texas,Collin County
US,2020-03-12,0,0,0,Kentucky,Jefferson County
US,2020-03-12,0,0,0,Louisiana,Jefferson Parish
US,2020-03-12,0,0,0,California,Shasta County
US,2020-03-12,0,0,0,South Carolina,Spartanburg County
US,2020-03-12,0,0,0,Kentucky,Harrison County
US,2020-03-12,0,0,0,Iowa,Johnson County
US,2020-03-12,0,0,0,Massachusetts,Berkshire County
US,2020-03-12,0,0,0,Tennessee,Davidson County
US,2020-03-12,0,0,0,Oregon,Douglas County
US,2020-03-12,0,0,0,California,Fresno County
US,2020-03-12,0,0,0,Maryland,Harford County
US,2020-03-12,0,0,0,Indiana,Hendricks County
US,2020-03-12,0,0,0,New Jersey,Hudson County
US,2020-03-12,0,0,0,Kansas,Johnson County
US,2020-03-12,0,0,0,Washington,Kittitas County
US,2020-03-12,0,0,0,Florida,Manatee County
US,2020-03-12,0,0,0,Oregon,Marion County
US,2020-03-12,0,0,0,Florida,Okaloosa County
US,2020-03-12,0,0,0,Georgia,Polk County
US,2020-03-12,0,0,0,California,Riverside County
US,2020-03-12,0,0,0,Tennessee,Shelby County
US,2020-03-12,0,0,0,Missouri,St. Louis County
US,2020-03-12,0,0,0,New York,Suffolk County
US,2020-03-12,0,0,0,New York,Ulster County
US,2020-03-12,0,0,0,Florida,Volusia County
US,2020-03-12,0,0,0,Virginia,Fairfax County
US,2020-03-12,0,0,0,New Hampshire,Rockingham County
US,2020-03-12,0,0,0,"Washington, D.C.",Washington
US,2020-03-12,0,0,0,Pennsylvania,Montgomery County
US,2020-03-12,0,0,0,California,Alameda County
US,2020-03-12,0,0,0,Florida,Broward County
US,2020-03-12,0,0,0,Florida,Lee County
US,2020-03-12,0,0,0,Arizona,Pinal County
US,2020-03-12,0,0,0,New York,Rockland County
US,2020-03-12,0,0,0,New York,Saratoga County
US,2020-03-12,0,0,0,South Carolina,Charleston County
US,2020-03-12,0,0,0,Washington,Clark County
US,2020-03-12,0,0,0,Georgia,Cobb County
US,2020-03-12,0,0,0,Utah,Davis County
US,2020-03-12,0,0,0,Colorado,El Paso County
US,2020-03-12,0,0,0,Hawaii,Honolulu County
US,2020-03-12,0,0,0,Oregon,Jackson County
US,2020-03-12,0,0,0,Washington,Jefferson County
US,2020-03-12,0,0,0,South Carolina,Kershaw County
US,2020-03-12,0,0,0,Oregon,Klamath County
US,2020-03-12,0,0,0,California,Madera County
US,2020-03-12,0,0,0,Washington,Pierce County
US,2020-03-12,0,0,0,Oklahoma,Tulsa County
US,2020-03-12,0,0,0,Colorado,Douglas County
US,2020-03-12,0,0,0,Rhode Island,Providence County
US,2020-03-12,0,0,0,North Carolina,Chatham County
US,2020-03-12,0,0,0,Pennsylvania,Delaware County
US,2020-03-12,0,0,0,Nebraska,Douglas County
US,2020-03-12,0,0,0,Kentucky,Fayette County
US,2020-03-12,0,0,0,Indiana,Marion County
US,2020-03-12,0,0,0,Massachusetts,Middlesex County
US,2020-03-12,0,0,0,New York,Nassau County
US,2020-03-12,0,0,0,Minnesota,Ramsey County
US,2020-03-12,0,0,0,Nevada,Washoe County
US,2020-03-12,0,0,0,Pennsylvania,Wayne County
US,2020-03-12,0,0,0,California,Yolo County
US,2020-03-12,0,0,0,California,Santa Clara County
US,2020-03-12,0,0,0,Nevada,Clark County
US,2020-03-12,0,0,0,Texas,Fort Bend County
US,2020-03-12,0,0,0,Washington,Grant County
US,2020-03-12,0,0,0,Florida,Santa Rosa County
US,2020-03-12,0,0,0,Tennessee,Williamson County
US,2020-03-12,0,0,0,New York,New York County
US,2020-03-12,0,0,0,Maryland,Montgomery County
US,2020-03-12,0,0,0,Massachusetts,Suffolk County
US,2020-03-12,0,0,0,Colorado,Denver County
US,2020-03-12,0,0,0,Colorado,Summit County
US,2020-03-12,0,0,0,New Jersey,Bergen County
US,2020-03-12,0,0,0,Texas,Harris County
US,2020-03-12,0,0,0,California,San Francisco County
US,2020-03-12,0,0,0,California,Contra Costa County
US,2020-03-12,0,0,0,California,Orange County
US,2020-03-12,0,0,0,Massachusetts,Norfolk County
US,2020-03-12,0,0,0,Arizona,Maricopa County
US,2020-03-12,0,0,0,North Carolina,Wake County
US,2020-03-12,0,0,0,New York,Westchester County
US,2020-03-12,0,0,0,New Hampshire,Grafton County
US,2020-03-12,0,0,0,Florida,Hillsborough
US,2020-03-12,0,0,0,California,Placer County
US,2020-03-12,0,0,0,California,San Mateo
US,2020-03-12,0,0,0,California,Sonoma County
US,2020-03-12,0,0,0,Oregon,Umatilla
US,2020-03-12,0,0,0,Georgia,Fulton County
US,2020-03-12,0,0,0,Oregon,Washington County
US,2020-03-12,0,0,0,Washington,Snohomish County
US,2020-03-12,0,0,0,California,Humboldt County
US,2020-03-12,0,0,0,California,Sacramento County
US,2020-03-12,0,0,0,California,San Diego County
US,2020-03-12,0,0,0,California,San Benito
US,2020-03-12,0,0,0,California,Los Angeles
US,2020-03-12,0,0,0,Washington,King County
US,2020-03-12,0,0,0,Illinois,Cook County
US,2020-03-12,0,0,0,Washington,Skagit
US,2020-03-12,0,0,0,Washington,Thurston
US,2020-03-12,0,0,0,Washington,Island
US,2020-03-12,0,0,0,Washington,Whatcom
US,2020-03-12,0,0,0,California,Marin
US,2020-03-12,0,0,0,California,Calaveras
US,2020-03-12,0,0,0,California,Stanislaus
US,2020-03-12,0,0,0,California,San Joaquin
US,2020-03-12,0,0,0,Massachusetts,Essex
US,2020-03-12,0,0,0,Georgia,Charlton
US,2020-03-12,0,0,0,Florida,Collier
US,2020-03-12,0,0,0,Florida,Pinellas
US,2020-03-12,0,0,0,Florida,Alachua
US,2020-03-12,0,0,0,Florida,Nassau
US,2020-03-12,0,0,0,Florida,Pasco
US,2020-03-12,0,0,0,Texas,Dallas
US,2020-03-12,0,0,0,Texas,Tarrant
US,2020-03-12,0,0,0,Texas,Montgomery
US,2020-03-12,0,0,0,New Jersey,Middlesex
US,2020-03-12,0,0,0,Colorado,Jefferson
US,2020-03-12,0,0,0,Oregon,Multnomah
US,2020-03-12,0,0,0,Oregon,Polk
US,2020-03-12,0,0,0,Oregon,Deschutes
US,2020-03-12,0,0,0,Illinois,McHenry
US,2020-03-12,0,0,0,Illinois,Lake
US,2020-03-12,0,0,0,Pennsylvania,Bucks
US,2020-03-12,0,0,0,Virginia,Hanover
US,2020-03-12,0,0,0,South Carolina,Lancaster
US,2020-03-12,0,0,0,Tennessee,Sullivan
US,2020-03-12,0,0,0,Indiana,Johnson
US,2020-03-12,0,0,0,Indiana,Howard
US,2020-03-12,0,0,0,Indiana,St. Joseph
US,2020-03-12,0,0,0,Nebraska,Knox
US,2020-03-12,0,0,0,Ohio,Stark
US,2020-03-12,0,0,0,Minnesota,Anoka
US,2020-03-12,0,0,0,Minnesota,Olmsted
US,2020-03-12,0,0,0,Utah,Summit
US,2020-03-12,0,0,0,Connecticut,Fairfield
US,2020-03-12,0,0,0,Connecticut,Litchfield
US,2020-03-12,0,0,0,Louisiana,Orleans
US,2020-03-12,0,0,0,South Dakota,Pennington
US,2020-03-12,0,0,0,South Dakota,Beadle
US,2020-03-12,0,0,0,South Dakota,Charles Mix
US,2020-03-12,0,0,0,South Dakota,Davison
US,2020-03-12,0,0,0,South Dakota,Minnehaha
US,2020-03-12,0,0,0,South Dakota,Bon Homme
US,2020-03-12,0,0,0,New Mexico,Socorro
US,2020-03-12,0,0,0,New Mexico,Bernalillo
US,2020-03-12,0,0,0,Michigan,Oakland
US,2020-03-12,0,0,0,Michigan,Wayne
US,2020-03-12,0,0,0,Delaware,New Castle
Cuba,2020-03-12,3,0,0,Havana,
Guyana,2020-03-12,1,0,1,Georgetown,
Australia,2020-03-12,0,0,0,Australian Capital Territory,
United Kingdom,2020-03-12,456,18,8,United Kingdom,
Kazakhstan,2020-03-12,0,0,0,Astana,
France,2020-03-12,0,0,0,French Polynesia,
Canada,2020-03-12,0,0,0,Manitoba,
Canada,2020-03-12,0,0,0,Saskatchewan,
Ethiopia,2020-03-12,0,0,0,Addis Ababa,
Sudan,2020-03-12,0,0,0,Khartoum,
Guinea,2020-03-12,0,0,0,Conakry,
Canada,2020-03-12,0,0,0,Grand Princess,
Kenya,2020-03-12,0,0,0,Nairobi,
Antigua and Barbuda,2020-03-12,0,0,0,St. John's,
US,2020-03-12,0,0,0,Alabama,Alabama
Uruguay,2020-03-12,0,0,0,Montevideo,
Ghana,2020-03-12,0,0,0,Accra,
US,2020-03-12,0,0,0,Puerto Rico,Puerto Rico
Namibia,2020-03-12,0,0,0,Windhoek,
Seychelles,2020-03-12,0,0,0,Victoria,
Trinidad and Tobago,2020-03-12,0,0,0,Port of Spain,
Venezuela,2020-03-12,0,0,0,Caracas,
Eswatini,2020-03-12,0,0,0,Eswatini,
Gabon,2020-03-12,0,0,0,Libreville,
Guatemala,2020-03-12,0,0,0,Guatemala City,
Mauritania,2020-03-12,0,0,0,Nouakchott,
Rwanda,2020-03-12,0,0,0,Kigali,
Saint Lucia,2020-03-12,0,0,0,Castries,
Saint Vincent and the Grenadines,2020-03-12,0,0,0,Kingstown,
Suriname,2020-03-12,0,0,0,Paramaribo,
France,2020-03-12,5,0,0,French Guiana,
US,2020-03-12,0,0,0,Guam,Guam
Kosovo,2020-03-12,0,0,0,Pristina,
Canada,2020-03-12,0,0,0,Newfoundland and Labrador,
Canada,2020-03-12,0,0,0,Prince Edward Island,
Central African Republic,2020-03-12,0,0,0,Bangui,
Republic of the Congo,2020-03-12,0,0,0,Brazzaville,
Equatorial Guinea,2020-03-12,0,0,0,Malabo,
France,2020-03-12,0,0,0,Mayotte,
Uzbekistan,2020-03-12,0,0,0,Tashkent,
Netherlands,2020-03-12,503,0,5,Netherlands,
Canada,2020-03-12,0,0,0,Nova Scotia,
France,2020-03-12,0,0,0,Guadeloupe,
Benin,2020-03-12,0,0,0,Porto-Novo,
Liberia,2020-03-12,0,0,0,Monrovia,
Netherlands,2020-03-12,0,0,0,Curacao,
Somalia,2020-03-12,0,0,0,Mogadishu,
Tanzania,2020-03-12,0,0,0,Dodoma,
US,2020-03-12,0,0,0,Virgin Islands,Virgin Islands
United Kingdom,2020-03-12,0,0,0,Cayman Islands,
France,2020-03-12,1,0,0,Reunion,
Barbados,2020-03-12,0,0,0,Bridgetown,
Montenegro,2020-03-12,0,0,0,Podgorica,
Kyrgyzstan,2020-03-12,0,0,0,Bishkek,
Mauritius,2020-03-12,0,0,0,Port Louis,
Netherlands,2020-03-12,0,0,0,Aruba,
Zambia,2020-03-12,0,0,0,Lusaka,
Djibouti,2020-03-12,0,0,0,Djibouti,
Gambia,2020-03-12,0,0,0,Banjul,
United Kingdom,2020-03-12,0,0,0,Montserrat,
Bahamas,2020-03-12,0,0,0,Nassau,
Denmark,2020-03-12,0,0,0,Greenland,
France,2020-03-12,0,0,0,New Caledonia,
United Kingdom,2020-03-12,0,0,0,Bermuda,
Chad,2020-03-12,0,0,0,N'Djamena,
El Salvador,2020-03-12,0,0,0,San Salvador,
Fiji,2020-03-12,0,0,0,Suva,
Nicaragua,2020-03-12,0,0,0,Managua,
Madagascar,2020-03-12,0,0,0,Antananarivo,
Haiti,2020-03-12,0,0,0,Port-au-Prince,
Angola,2020-03-12,0,0,0,Luanda,
Cape Verde,2020-03-12,0,0,0,Praia,
Netherlands,2020-03-12,0,0,0,Sint Maarten,
Niger,2020-03-12,0,0,0,Niamey,
Papua New Guinea,2020-03-12,0,0,0,Port Moresby,
United Kingdom,2020-03-12,0,0,0,Isle of Man,
Zimbabwe,2020-03-12,0,0,0,Harare,
Canada,2020-03-12,0,0,0,Northwest Territories,
Cape Verde,2020-03-12,0,0,0,Praia,
East Timor (Timor-Leste),2020-03-12,0,0,0,Dili,
Eritrea,2020-03-12,0,0,0,Asmara,
Uganda,2020-03-12,0,0,0,Kampala,
Dominica,2020-03-12,0,0,0,Roseau,
Grenada,2020-03-12,0,0,0,St. George's,
Mozambique,2020-03-12,0,0,0,Maputo,
Syria,2020-03-12,0,0,0,Damascus,
Timor-Leste,2020-03-12,0,0,0,Timor-Leste,
Thailand,2020-03-13,75,35,1,Bangkok,
Japan,2020-03-13,701,118,19,Tokyo,
Singapore,2020-03-13,200,97,0,Singapore,
Nepal,2020-03-13,1,1,0,Kathmandu,
Malaysia,2020-03-13,197,26,0,Kuala Lumpur,
Canada,2020-03-13,64,4,1,British Columbia,
Australia,2020-03-13,92,4,2,New South Wales,
Australia,2020-03-13,36,8,0,Victoria,
Australia,2020-03-13,35,8,0,Queensland,
Cambodia,2020-03-13,5,1,0,Phnom Penh,
Sri Lanka,2020-03-13,6,1,0,Sri Jayawardenapura Kotte,
Germany,2020-03-13,3675,46,7,Berlin,
Finland,2020-03-13,155,1,0,Helsinki,
United Arab Emirates,2020-03-13,85,17,0,Abu Dhabi,
Philippines,2020-03-13,64,2,5,Manila,
India,2020-03-13,82,4,2,New Delhi,
Italy,2020-03-13,17660,1439,1266,Rome,
Sweden,2020-03-13,814,1,1,Stockholm,
Spain,2020-03-13,5232,193,133,Madrid,
Australia,2020-03-13,16,3,0,South Australia,
Belgium,2020-03-13,559,1,3,Brussels,
Egypt,2020-03-13,80,27,2,Cairo,
Australia,2020-03-13,0,0,0,From Diamond Princess,
Lebanon,2020-03-13,77,1,3,Beirut,
Iraq,2020-03-13,101,24,9,Baghdad,
Oman,2020-03-13,19,9,0,Muscat,
Afghanistan,2020-03-13,7,0,0,Kabul,
Bahrain,2020-03-13,189,44,0,Manama,
Kuwait,2020-03-13,80,5,0,Kuwait City,
Algeria,2020-03-13,26,8,2,Algiers,
Croatia,2020-03-13,32,1,0,Zagreb,
Switzerland,2020-03-13,1139,4,11,Bern,
Austria,2020-03-13,504,6,1,Vienna,
Israel,2020-03-13,161,4,0,Jerusalem,
Pakistan,2020-03-13,28,2,0,Islamabad,
Brazil,2020-03-13,151,0,0,Brasília,
Georgia,2020-03-13,25,0,0,Tbilisi,
Greece,2020-03-13,190,0,1,Athens,
Macedonia,2020-03-13,14,1,0,Skopje,
Norway,2020-03-13,996,1,0,Oslo,
Romania,2020-03-13,89,7,0,Bucharest,
Estonia,2020-03-13,79,0,0,Tallinn,
San Marino,2020-03-13,80,0,5,San Marino,
Belarus,2020-03-13,27,3,0,Minsk,
Iceland,2020-03-13,134,1,0,Reykjavík,
Lithuania,2020-03-13,6,0,0,Vilnius,
Mexico,2020-03-13,12,4,0,Mexico City,
New Zealand,2020-03-13,5,0,0,Wellington,
Nigeria,2020-03-13,2,0,0,Abuja,
Australia,2020-03-13,14,0,1,Western Australia,
Ireland,2020-03-13,90,0,1,Dublin,
Luxembourg,2020-03-13,34,0,0,Luxembourg,
Monaco,2020-03-13,2,0,0,Monaco,
Qatar,2020-03-13,320,0,0,Doha,
Ecuador,2020-03-13,17,0,0,Quito,
Azerbaijan,2020-03-13,15,3,1,Baku,
Armenia,2020-03-13,8,0,0,Yerevan,
Dominican Republic,2020-03-13,5,0,0,Santo Domingo,
Indonesia,2020-03-13,69,2,4,Jakarta,
Portugal,2020-03-13,112,1,0,Lisbon,
Andorra,2020-03-13,1,0,0,Andorra la Vella,
Australia,2020-03-13,5,0,0,Tasmania,
Latvia,2020-03-13,17,1,0,Riga,
Morocco,2020-03-13,7,1,1,Rabat,
Saudi Arabia,2020-03-13,86,1,0,Riyadh,
Senegal,2020-03-13,10,1,0,Dakar,
Argentina,2020-03-13,31,0,2,Buenos Aires,
Chile,2020-03-13,43,0,0,Santiago,
Jordan,2020-03-13,1,1,0,Amman,
Ukraine,2020-03-13,3,0,1,Kiev,
Hungary,2020-03-13,19,0,0,Budapest,
Australia,2020-03-13,1,0,0,Northern Territory,
Liechtenstein,2020-03-13,1,0,0,Vaduz,
Poland,2020-03-13,68,0,2,Warsaw,
Tunisia,2020-03-13,16,0,0,Tunis,
Bosnia and Herzegovina,2020-03-13,13,0,0,Sarajevo,
Slovenia,2020-03-13,141,0,0,Ljubljana,
South Africa,2020-03-13,24,0,0,Pretoria,
Bhutan,2020-03-13,1,0,0,Thimphu,
Cameroon,2020-03-13,2,0,0,Yaoundé,
Colombia,2020-03-13,13,0,0,Bogotá,
Costa Rica,2020-03-13,23,0,0,San José,
Peru,2020-03-13,28,0,0,Lima,
Serbia,2020-03-13,35,0,0,Belgrade,
Slovakia,2020-03-13,32,0,0,Bratislava,
Togo,2020-03-13,1,0,0,Lomé,
Malta,2020-03-13,12,1,0,Valletta,
Martinique,2020-03-13,3,0,0,Martinique,
Bulgaria,2020-03-13,23,0,1,Sofia,
Maldives,2020-03-13,9,0,0,Malé,
Bangladesh,2020-03-13,3,0,0,Dhaka,
Paraguay,2020-03-13,6,0,0,Asunción,
Canada,2020-03-13,74,4,0,Ontario,
Canada,2020-03-13,29,0,0,Alberta,
Canada,2020-03-13,17,0,0,Quebec,
Albania,2020-03-13,33,0,1,Tirana,
Cyprus,2020-03-13,14,0,0,Nicosia,
Brunei,2020-03-13,37,0,0,Bandar Seri Begawan,
US,2020-03-13,568,1,37,Washington,Washington
US,2020-03-13,421,0,0,New York,New York
US,2020-03-13,282,6,4,California,California
US,2020-03-13,123,1,0,Massachusetts,Massachusetts
US,2020-03-13,46,0,0,Diamond Princess,Diamond Princess
US,2020-03-13,21,0,0,Grand Princess,Grand Princess
US,2020-03-13,42,0,1,Georgia,Georgia
US,2020-03-13,49,0,0,Colorado,Colorado
US,2020-03-13,50,0,2,Florida,Florida
US,2020-03-13,29,0,1,New Jersey,New Jersey
US,2020-03-13,30,0,0,Oregon,Oregon
US,2020-03-13,43,0,0,Texas,Texas
US,2020-03-13,46,2,0,Illinois,Illinois
US,2020-03-13,41,0,0,Pennsylvania,Pennsylvania
US,2020-03-13,17,0,0,Iowa,Iowa
US,2020-03-13,18,0,0,Maryland,Maryland
US,2020-03-13,17,0,0,North Carolina,North Carolina
US,2020-03-13,13,0,0,South Carolina,South Carolina
US,2020-03-13,26,0,0,Tennessee,Tennessee
US,2020-03-13,30,0,0,Virginia,Virginia
US,2020-03-13,9,1,0,Arizona,Arizona
US,2020-03-13,13,0,0,Indiana,Indiana
US,2020-03-13,14,0,0,Kentucky,Kentucky
US,2020-03-13,10,0,0,District of Columbia,District of Columbia
US,2020-03-13,17,0,0,Nevada,Nevada
US,2020-03-13,6,0,0,New Hampshire,New Hampshire
US,2020-03-13,14,0,0,Minnesota,Minnesota
US,2020-03-13,13,0,0,Nebraska,Nebraska
US,2020-03-13,13,0,0,Ohio,Ohio
US,2020-03-13,14,0,0,Rhode Island,Rhode Island
US,2020-03-13,19,1,0,Wisconsin,Wisconsin
US,2020-03-13,11,0,0,Connecticut,Connecticut
US,2020-03-13,2,0,0,Hawaii,Hawaii
US,2020-03-13,2,0,0,Oklahoma,Oklahoma
US,2020-03-13,9,0,0,Utah,Utah
Burkina Faso,2020-03-13,2,0,0,Ouagadougou,
Holy See,2020-03-13,1,0,0,Holy See,
Mongolia,2020-03-13,1,0,0,Ulaanbaatar,
Panama,2020-03-13,27,0,1,Panama City,
US,2020-03-13,5,0,1,Kansas,Kansas
US,2020-03-13,36,0,0,Louisiana,Louisiana
US,2020-03-13,2,0,0,Missouri,Missouri
US,2020-03-13,2,0,0,Vermont,Vermont
US,2020-03-13,1,0,0,Alaska,Alaska
US,2020-03-13,6,0,0,Arkansas,Arkansas
US,2020-03-13,4,0,0,Delaware,Delaware
US,2020-03-13,1,0,0,Idaho,Idaho
US,2020-03-13,1,0,0,Maine,Maine
US,2020-03-13,16,0,0,Michigan,Michigan
US,2020-03-13,1,0,0,Mississippi,Mississippi
US,2020-03-13,1,0,0,Montana,Montana
US,2020-03-13,10,0,0,New Mexico,New Mexico
US,2020-03-13,1,0,0,North Dakota,North Dakota
US,2020-03-13,8,0,1,South Dakota,South Dakota
US,2020-03-13,0,0,0,West Virginia,West Virginia
US,2020-03-13,1,0,0,Wyoming,Wyoming
China,2020-03-13,67786,51553,3062,Hubei,
Iran,2020-03-13,11364,2959,514,Tehran,
South Korea,2020-03-13,7979,510,66,Seoul,
France,2020-03-13,3661,12,79,France,
China,2020-03-13,1356,1296,8,Guangdong,
China,2020-03-13,1273,1249,22,Henan,
China,2020-03-13,1215,1197,1,Zhejiang,
China,2020-03-13,1018,1005,4,Hunan,
China,2020-03-13,990,984,6,Anhui,
China,2020-03-13,935,934,1,Jiangxi,
China,2020-03-13,760,739,7,Shandong,
Cruise Ship,2020-03-13,696,325,7,Diamond Princess,
China,2020-03-13,631,630,0,Jiangsu,
China,2020-03-13,576,566,6,Chongqing,
